index,Family,Genus,CommonName,Species,Species (ITIS),Habitat_Forest,Habitat_Savanna,Habitat_Shrubland,Habitat_Grassland,Habitat_Wetlands,Habitat_Rocky areas,Habitat_Desert,Refs1,Refs2,non-forest,only-forest,In-phylogeny,non-forest_phy,only-forest_phy,TrophicGuild,diet
0,Cercopithecidae,Allenopithecus,Allen_s_Swamp_Monkey,Allenopithecus_nigroviridis,Allenopithecus_nigroviridis,1.0,0.0,0.0,0.0,1.0,0.0,0.0,227.0,,1.0,0.0,1.0,1.0,0.0,Frugivore,Herbivore
1,Cheirogaleidae,Allocebus,Hairy_eared_Dwarf_Lemur,Allocebus_trichotis,Allocebus_trichotis,1.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,,0.0,1.0,1.0,0.0,1.0,Omnivore,Omnivore
6,Atelidae,Alouatta,Red_handed_Howler,Alouatta_belzebul,Alouatta_belzebul,1.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,,0.0,1.0,1.0,0.0,1.0,Folivore_frugivore,Herbivore
7,Atelidae,Alouatta,Paraguayan_Howler,Alouatta_caraya,Alouatta_caraya,1.0,1.0,0.0,0.0,0.0,0.0,0.0,227.0,,1.0,0.0,1.0,1.0,0.0,Folivore_frugivore,Herbivore
9,Atelidae,Alouatta,Brown_Howler,Alouatta_guariba,Alouatta_guariba,1.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,,0.0,1.0,1.0,0.0,1.0,Folivore_frugivore,Herbivore
10,Atelidae,Alouatta,Guianan_Red_Howler,Alouatta_macconnelli,Alouatta_macconnelli,1.0,1.0,0.0,0.0,0.0,0.0,0.0,227.0,,1.0,0.0,1.0,1.0,0.0,Folivore,Herbivore
12,Atelidae,Alouatta,Mantled_Howler,Alouatta_palliata,Alouatta_palliata,1.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,,0.0,1.0,1.0,0.0,1.0,Folivore,Herbivore
13,Atelidae,Alouatta,Central_American_Black_Howler,Alouatta_pigra,Alouatta_pigra,1.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,,0.0,1.0,1.0,0.0,1.0,Folivore_frugivore,Herbivore
14,Atelidae,Alouatta,Bolivian_Red_Howler,Alouatta_sara,Alouatta_sara,1.0,1.0,0.0,0.0,0.0,0.0,0.0,227.0,,1.0,0.0,1.0,1.0,0.0,Folivore_frugivore,Herbivore
15,Atelidae,Alouatta,Colombian_Red_Howler,Alouatta_seniculus,Alouatta_seniculus,1.0,1.0,0.0,0.0,0.0,0.0,0.0,227.0,,1.0,0.0,1.0,1.0,0.0,Folivore_frugivore,Herbivore
18,Aotidae,Aotus,Brumback_s_Night_Monkey,Aotus_brumbacki,Aotus_brumbacki,1.0,1.0,0.0,0.0,0.0,0.0,0.0,227.0,,1.0,0.0,1.0,1.0,0.0,Omnivore,Omnivore
21,Aotidae,Aotus,Lemurine_Night_Monkey,Aotus_lemurinus,Aotus_lemurinus,1.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,,0.0,1.0,1.0,0.0,1.0,Omnivore,Omnivore
23,Aotidae,Aotus,Ma_s_Night_Monkey,Aotus_nancymaae,Aotus_nancymaae,1.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,,0.0,1.0,1.0,0.0,1.0,Frugivore,Herbivore
24,Aotidae,Aotus,Black_headed_Night_Monkey,Aotus_nigriceps,Aotus_nigriceps,1.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,,0.0,1.0,1.0,0.0,1.0,Frugivore,Herbivore
25,Aotidae,Aotus,Humboldt_s_Night_Monkey,Aotus_trivirgatus,Aotus_trivirgatus,1.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,,0.0,1.0,1.0,0.0,1.0,Frugivore,Herbivore
26,Aotidae,Aotus,Spix_s_Night_Monkey,Aotus_vociferans,Aotus_vociferans,1.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,,0.0,1.0,1.0,0.0,1.0,Frugivore,Herbivore
28,Lorisidae,Arctocebus,Golden_Angwantibo,Arctocebus_aureus,Arctocebus_aureus,1.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,,0.0,1.0,1.0,0.0,1.0,Insectivore,Omnivore
29,Lorisidae,Arctocebus,Calabar_Angwantibo,Arctocebus_calabarensis,Arctocebus_calabarensis,1.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,,0.0,1.0,1.0,0.0,1.0,Insectivore,Omnivore
30,Atelidae,Ateles,White_bellied_Spider_Monkey,Ateles_belzebuth,Ateles_belzebuth,1.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,,0.0,1.0,1.0,0.0,1.0,Frugivore,Herbivore
32,Atelidae,Ateles,Brown_headed_Spider_Monkey,Ateles_fusciceps,Ateles_fusciceps,1.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,,0.0,1.0,1.0,0.0,1.0,Frugivore,Herbivore
33,Atelidae,Ateles,Central_American_Spider_Monkey,Ateles_geoffroyi,Ateles_geoffroyi,1.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,,0.0,1.0,1.0,0.0,1.0,Frugivore,Herbivore
34,Atelidae,Ateles,Variegated_Spider_Monkey,Ateles_hybridus,Ateles_hybridus,1.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,,0.0,1.0,1.0,0.0,1.0,Frugivore,Herbivore
36,Atelidae,Ateles,Red_faced_Black_Spider_Monkey,Ateles_paniscus,Ateles_paniscus,1.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,,0.0,1.0,1.0,0.0,1.0,Frugivore,Herbivore
38,Indriidae,Avahi,Bemaraha_Woolly_Lemur,Avahi_cleesei,Avahi_cleesei,1.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,,0.0,1.0,1.0,0.0,1.0,Folivore,Herbivore
39,Indriidae,Avahi,Eastern_Woolly_Lemur,Avahi_laniger,Avahi_laniger,1.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,,0.0,1.0,1.0,0.0,1.0,Folivore,Herbivore
42,Indriidae,Avahi,Western_Woolly_Lemur,Avahi_occidentalis,Avahi_occidentalis,1.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,,0.0,1.0,1.0,0.0,1.0,Folivore,Herbivore
43,Indriidae,Avahi,Peyrieras_s_Woolly_Lemur,Avahi_peyrierasi,Avahi_peyrierasi,1.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,,0.0,1.0,1.0,0.0,1.0,Folivore,Herbivore
45,Indriidae,Avahi,Sambirano_Woolly_Lemur,Avahi_unicolor,Avahi_unicolor,1.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,,0.0,1.0,1.0,0.0,1.0,Folivore,Herbivore
46,Atelidae,Brachyteles,Southern_Muriqui,Brachyteles_arachnoides,Brachyteles_arachnoides,1.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,,0.0,1.0,1.0,0.0,1.0,Folivore_frugivore,Herbivore
47,Atelidae,Brachyteles,Northern_Muriqui,Brachyteles_hypoxanthus,Brachyteles_hypoxanthus,1.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,,0.0,1.0,1.0,0.0,1.0,Folivore_frugivore,Herbivore
49,Pitheciidae,Cacajao,Bald_Uacari,Cacajao_calvus,Cacajao_calvus,1.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,,0.0,1.0,1.0,0.0,1.0,Frugivore,Herbivore
50,Pitheciidae,Cacajao,Black_headed_Uacari,Cacajao_melanocephalus,Cacajao_melanocephalus,1.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,,0.0,1.0,1.0,0.0,1.0,Frugivore,Herbivore
57,Pitheciidae,Callicebus,Masked_Titi,Callicebus_personatus,Callicebus_personatus,1.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,,0.0,1.0,1.0,0.0,1.0,Frugivore,Herbivore
58,Callitrichidae,Callimico,Goeldi_s_Monkey*,Callimico_goeldii,Callimico_goeldii,1.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,,0.0,1.0,1.0,0.0,1.0,Omnivore,Omnivore
59,Callitrichidae,Callithrix,Buffy_tufted_ear_Marmoset,Callithrix_aurita,Callithrix_aurita,1.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,,0.0,1.0,1.0,0.0,1.0,Omnivore,Omnivore
61,Callitrichidae,Callithrix,Geoffroy_s_Tufted_ear_Marmoset,Callithrix_geoffroyi,Callithrix_geoffroyi,1.0,1.0,0.0,0.0,0.0,0.0,0.0,227.0,,1.0,0.0,1.0,1.0,0.0,Gummivore,Omnivore
62,Callitrichidae,Callithrix,Common_Marmoset,Callithrix_jacchus,Callithrix_jacchus,1.0,1.0,0.0,0.0,0.0,0.0,0.0,227.0,,1.0,0.0,1.0,1.0,0.0,Gummivore,Omnivore
63,Callitrichidae,Callithrix,Wied_s_Black_tufted_ear_Marmoset,Callithrix_kuhlii,Callithrix_kuhlii,1.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,,0.0,1.0,1.0,0.0,1.0,Omnivore,Omnivore
64,Callitrichidae,Callithrix,Black_tufted_ear_Marmoset,Callithrix_penicillata,Callithrix_penicillata,1.0,1.0,0.0,0.0,0.0,0.0,0.0,227.0,,1.0,0.0,1.0,1.0,0.0,Gummivore,Omnivore
68,Cebidae,Cebus,Humboldt_s_White_fronted_Capuchin,Cebus_albifrons,Cebus_albifrons,1.0,0.0,0.0,0.0,1.0,0.0,0.0,496.0,,1.0,0.0,1.0,1.0,0.0,Omnivore,Omnivore
70,Cebidae,Cebus,Colombian_White_faced_Capuchin,Cebus_capucinus,Cebus_capucinus,1.0,0.0,0.0,0.0,1.0,0.0,0.0,502.0,,1.0,0.0,1.0,1.0,0.0,Omnivore,Omnivore
74,Cebidae,Cebus,Ka_apor_Capuchin,Cebus_kaapori,Cebus_kaapori,1.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,,0.0,1.0,1.0,0.0,1.0,Omnivore,Omnivore
77,Cebidae,Cebus,Guianan_Weeper_Capuchin,Cebus_olivaceus,Cebus_olivaceus,1.0,0.0,0.0,0.0,0.0,0.0,0.0,513.0,,0.0,1.0,1.0,0.0,1.0,Omnivore,Omnivore
82,Cercopithecidae,Cercocebus,Agile_Mangabey,Cercocebus_agilis,Cercocebus_agilis,1.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,,0.0,1.0,1.0,0.0,1.0,Frugivore,Herbivore
83,Cercopithecidae,Cercocebus,Sooty_Mangabey,Cercocebus_atys,Cercocebus_atys,1.0,1.0,0.0,0.0,0.0,0.0,0.0,227.0,,1.0,0.0,1.0,1.0,0.0,Frugivore,Herbivore
84,Cercopithecidae,Cercocebus,Golden_bellied_Mangabey,Cercocebus_chrysogaster,Cercocebus_chrysogaster,1.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,,0.0,1.0,1.0,0.0,1.0,Frugivore,Herbivore
85,Cercopithecidae,Cercocebus,Tana_River_Mangabey,Cercocebus_galeritus,Cercocebus_galeritus,1.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,,0.0,1.0,1.0,0.0,1.0,Frugivore,Herbivore
88,Cercopithecidae,Cercocebus,Red_capped_Mangabey,Cercocebus_torquatus,Cercocebus_torquatus,1.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,,0.0,1.0,1.0,0.0,1.0,Frugivore,Herbivore
91,Cercopithecidae,Cercopithecus,Campbell_s_Monkey,Cercopithecus_campbelli,Cercopithecus_campbelli,1.0,1.0,0.0,0.0,0.0,0.0,0.0,227.0,,1.0,0.0,1.0,1.0,0.0,Frugivore,Herbivore
92,Cercopithecidae,Cercopithecus,Moustached_Monkey,Cercopithecus_cephus,Cercopithecus_cephus,1.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,,0.0,1.0,1.0,0.0,1.0,Frugivore,Herbivore
93,Cercopithecidae,Cercopithecus,Dent_s_Monkey,Cercopithecus_denti,Cercopithecus_denti,1.0,0.0,0.0,0.0,0.0,0.0,0.0,537.0,,0.0,1.0,1.0,0.0,1.0,Omnivore,Omnivore
94,Cercopithecidae,Cercopithecus,Diana_Monkey,Cercopithecus_diana,Cercopithecus_diana,1.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,,0.0,1.0,1.0,0.0,1.0,Frugivore,Herbivore
96,Cercopithecidae,Cercopithecus,Dryas_Monkey,Cercopithecus_dryas,Cercopithecus_dryas,1.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,,0.0,1.0,1.0,0.0,1.0,Frugivore,Herbivore
99,Cercopithecidae,Cercopithecus,Owl_faced_Monkey,Cercopithecus_hamlyni,Cercopithecus_hamlyni,1.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,,0.0,1.0,1.0,0.0,1.0,Omnivore,Omnivore
103,Cercopithecidae,Cercopithecus,Blue_Monkey,Cercopithecus_mitis,Cercopithecus_mitis,1.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,,0.0,1.0,1.0,0.0,1.0,Frugivore,Herbivore
104,Cercopithecidae,Cercopithecus,Mona_Monkey,Cercopithecus_mona,Cercopithecus_mona,1.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,,0.0,1.0,1.0,0.0,1.0,Frugivore,Herbivore
105,Cercopithecidae,Cercopithecus,De_Brazza_s_Monkey,Cercopithecus_neglectus,Cercopithecus_neglectus,1.0,0.0,0.0,0.0,1.0,0.0,0.0,227.0,,1.0,0.0,1.0,1.0,0.0,Frugivore,Herbivore
109,Cercopithecidae,Cercopithecus,Roloway_Monkey,Cercopithecus_roloway,Cercopithecus_roloway,1.0,0.0,0.0,0.0,0.0,0.0,0.0,565.0,,0.0,1.0,1.0,0.0,1.0,Omnivore,Omnivore
111,Cercopithecidae,Cercopithecus,Wolf_s_Monkey,Cercopithecus_wolfi,Cercopithecus_wolfi,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1154.0,,1.0,0.0,1.0,1.0,0.0,Folivore_frugivore,Herbivore
113,Cheirogaleidae,Cheirogaleus,Crossley_s_Dwarf_Lemur,Cheirogaleus_crossleyi,Cheirogaleus_crossleyi,1.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,,0.0,1.0,1.0,0.0,1.0,Omnivore,Omnivore
115,Cheirogaleidae,Cheirogaleus,Greater_Dwarf_Lemur,Cheirogaleus_major,Cheirogaleus_major,1.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,,0.0,1.0,1.0,0.0,1.0,Folivore_frugivore,Herbivore
116,Cheirogaleidae,Cheirogaleus,Fat_tailed_Dwarf_Lemur,Cheirogaleus_medius,Cheirogaleus_medius,1.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,,0.0,1.0,1.0,0.0,1.0,Folivore_frugivore,Herbivore
121,Pitheciidae,Cheracebus,White_chested_Titi,Cheracebus_lugens,Cheracebus_lugens,1.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,511.0,0.0,1.0,1.0,0.0,1.0,Frugivore,Herbivore
125,Pitheciidae,Cheracebus,White_collared_Titi,Cheracebus_torquatus,Cheracebus_torquatus,1.0,0.0,0.0,0.0,0.0,0.0,0.0,241.0,,0.0,1.0,1.0,0.0,1.0,Frugivore,Herbivore
126,Pitheciidae,Chiropotes,White_nosed_Bearded_Saki,Chiropotes_albinasus,Chiropotes_albinasus,1.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,,0.0,1.0,1.0,0.0,1.0,Frugivore,Herbivore
127,Pitheciidae,Chiropotes,Rio_Negro_Beared_Saki,Chiropotes_chiropotes,Chiropotes_chiropotes,1.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,,0.0,1.0,1.0,0.0,1.0,Frugivore,Herbivore
129,Pitheciidae,Chiropotes,Black_Bearded_Saki,Chiropotes_satanas,Chiropotes_satanas,1.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,,0.0,1.0,1.0,0.0,1.0,Frugivore,Herbivore
130,Pitheciidae,Chiropotes,Uta_Hick_s_Bearded_Saki,Chiropotes_utahickae,Chiropotes_utahickae,1.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,,0.0,1.0,1.0,0.0,1.0,Frugivore,Herbivore
131,Cercopithecidae,Chlorocebus,Grivet_Monkey,Chlorocebus_aethiops,Chlorocebus_aethiops,0.0,1.0,1.0,0.0,0.0,0.0,0.0,227.0,,1.0,0.0,1.0,1.0,0.0,Omnivore,Omnivore
132,Cercopithecidae,Chlorocebus,Malbrouck_Monkey,Chlorocebus_cynosuros,Chlorocebus_cynosuros,1.0,1.0,0.0,0.0,0.0,0.0,0.0,227.0,,1.0,0.0,1.0,1.0,0.0,Omnivore,Omnivore
133,Cercopithecidae,Chlorocebus,Bale_Monkey,Chlorocebus_djamdjamensis,Chlorocebus_djamdjamensis,1.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,,0.0,1.0,1.0,0.0,1.0,Folivore,Herbivore
134,Cercopithecidae,Chlorocebus,Vervet_Monkey,Chlorocebus_pygerythrus,Chlorocebus_pygerythrus,1.0,1.0,1.0,0.0,0.0,0.0,0.0,227.0,,1.0,0.0,1.0,1.0,0.0,Omnivore,Omnivore
135,Cercopithecidae,Chlorocebus,Green_Monkey,Chlorocebus_sabaeus,Chlorocebus_sabaeus,1.0,1.0,0.0,0.0,0.0,0.0,0.0,227.0,,1.0,0.0,1.0,1.0,0.0,Omnivore,Omnivore
136,Cercopithecidae,Chlorocebus,Tantalus_Monkey,Chlorocebus_tantalus,Chlorocebus_tantalus,1.0,1.0,0.0,0.0,0.0,0.0,0.0,227.0,,1.0,0.0,1.0,1.0,0.0,Omnivore,Omnivore
137,Cercopithecidae,Colobus,Angolan_Colobus,Colobus_angolensis,Colobus_angolensis,1.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,,0.0,1.0,1.0,0.0,1.0,Folivore,Herbivore
138,Cercopithecidae,Colobus,Guereza,Colobus_guereza,Colobus_guereza,1.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,,0.0,1.0,1.0,0.0,1.0,Folivore_frugivore,Herbivore
139,Cercopithecidae,Colobus,King_Colobus,Colobus_polykomos,Colobus_polykomos,1.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,,0.0,1.0,1.0,0.0,1.0,Folivore,Herbivore
141,Cercopithecidae,Colobus,White_thighed_Colobus,Colobus_vellerosus,Colobus_vellerosus,1.0,1.0,0.0,0.0,0.0,0.0,0.0,227.0,,1.0,0.0,1.0,1.0,0.0,Folivore,Herbivore
142,Daubentoniidae,Daubentonia,Aye_aye,Daubentonia_madagascariensis,Daubentonia_madagascariensis,1.0,0.0,1.0,0.0,0.0,0.0,0.0,227.0,,1.0,0.0,1.0,1.0,0.0,Insectivore,Omnivore
143,Cercopithecidae,Erythrocebus,Patas_Monkey,Erythrocebus_patas,Erythrocebus_patas,1.0,1.0,1.0,1.0,0.0,0.0,0.0,227.0,,1.0,0.0,1.0,1.0,0.0,Omnivore,Omnivore
144,Lemuridae,Eulemur,White_fronted_Brown_Lemur,Eulemur_albifrons,Eulemur_albifrons,1.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,,0.0,1.0,1.0,0.0,1.0,Frugivore,Herbivore
145,Lemuridae,Eulemur,White_collared_Brown_Lemur,Eulemur_cinereiceps,Eulemur_cinereiceps,1.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,,0.0,1.0,1.0,0.0,1.0,Frugivore,Herbivore
146,Lemuridae,Eulemur,Red_collared_Brown_Lemur,Eulemur_collaris,Eulemur_collaris,1.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,,0.0,1.0,1.0,0.0,1.0,Frugivore,Herbivore
147,Lemuridae,Eulemur,Crowned_Lemur,Eulemur_coronatus,Eulemur_coronatus,1.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,,0.0,1.0,1.0,0.0,1.0,Frugivore,Herbivore
148,Lemuridae,Eulemur,Blue_eyed_Black_Lemur,Eulemur_flavifrons,Eulemur_flavifrons,1.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,,0.0,1.0,1.0,0.0,1.0,Folivore_frugivore,Herbivore
151,Lemuridae,Eulemur,Mongoose_Lemur,Eulemur_mongoz,Eulemur_mongoz,1.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,,0.0,1.0,1.0,0.0,1.0,Folivore_frugivore,Herbivore
152,Lemuridae,Eulemur,Red_bellied_Lemur,Eulemur_rubriventer,Eulemur_rubriventer,1.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,,0.0,1.0,1.0,0.0,1.0,Folivore_frugivore,Herbivore
153,Lemuridae,Eulemur,Red_fronted_Brown_Lemur,Eulemur_rufifrons,Eulemur_rufifrons,1.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,,0.0,1.0,1.0,0.0,1.0,Folivore_frugivore,Herbivore
154,Lemuridae,Eulemur,Rufous_Brown_Lemur,Eulemur_rufus,Eulemur_rufus,1.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,,0.0,1.0,1.0,0.0,1.0,Frugivore,Herbivore
155,Lemuridae,Eulemur,Sanford_s_Brown_Lemur,Eulemur_sanfordi,Eulemur_sanfordi,1.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,,0.0,1.0,1.0,0.0,1.0,Frugivore,Herbivore
